interaction_id,customer_id,policy_id,channel_id,agent_id,interaction_datetime,interaction_year,interaction_type,interaction_reason,direction,duration_seconds,sentiment_score,resolved_flag
INT_00000000164,CUST_00000018,POL_000000024,CH_CALL_CENTER,AGT_00116,2026-05-19T08:37:00+00:00,2026,BRANCH_MEETING,RENEWAL,OUTBOUND,1214,-0.771,false
INT_00000000165,CUST_00000018,POL_000000024,CH_WEB,,2026-06-25T10:01:00+00:00,2026,EMAIL,QUOTE,INBOUND,143,0.602,true
INT_00000000166,CUST_00000018,POL_000000024,CH_WEB,,2024-09-27T19:55:00+00:00,2024,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,127,-1,false
INT_00000000167,CUST_00000018,POL_000000024,CH_WEB,,2024-10-17T08:23:00+00:00,2024,MOBILE_SESSION,QUOTE,INBOUND,1034,0.038,true
INT_00000000168,CUST_00000018,POL_000000024,CH_CALL_CENTER,AGT_00115,2025-01-31T14:12:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,1053,-0.181,true
INT_00000000169,CUST_00000018,POL_000000024,CH_MOBILE,,2026-05-19T10:16:00+00:00,2026,WEB_VISIT,GENERAL_SERVICE,INBOUND,1172,0.527,true
INT_00000000170,CUST_00000018,POL_000000024,CH_CALL_CENTER,AGT_00117,2025-01-23T11:03:00+00:00,2025,CHAT,GENERAL_SERVICE,INBOUND,897,-1,true
INT_00000000171,CUST_00000018,POL_000000024,CH_CALL_CENTER,AGT_00117,2026-06-01T10:37:00+00:00,2026,WEB_VISIT,QUOTE,INBOUND,1104,-0.661,false
INT_00000000172,CUST_00000019,POL_000000026,CH_EMAIL,,2025-05-04T08:31:00+00:00,2025,EMAIL,QUOTE,INBOUND,1759,-0.041,true
INT_00000000173,CUST_00000019,POL_000000026,CH_WEB,,2025-07-08T13:32:00+00:00,2025,WEB_VISIT,CLAIM,INBOUND,1657,0.674,true
INT_00000000174,CUST_00000019,POL_000000026,CH_MOBILE,,2025-04-19T13:46:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,840,0.116,true
INT_00000000175,CUST_00000019,POL_000000025,CH_WEB,,2025-05-06T19:37:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,174,-0.15,true
INT_00000000176,CUST_00000019,POL_000000026,CH_EMAIL,,2025-04-16T20:19:00+00:00,2025,EMAIL,RETENTION,OUTBOUND,1643,0.965,true
INT_00000000177,CUST_00000019,POL_000000026,CH_WEB,,2025-12-21T19:44:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1226,0.233,false
INT_00000000178,CUST_00000019,POL_000000025,CH_MOBILE,,2025-04-14T18:13:00+00:00,2025,CALL,CLAIM,INBOUND,1592,0.359,true
INT_00000000179,CUST_00000019,POL_000000026,CH_EMAIL,,2025-11-27T08:39:00+00:00,2025,WEB_VISIT,CLAIM,INBOUND,1086,-0.381,true
INT_00000000180,CUST_00000019,POL_000000026,CH_WEB,,2025-02-10T12:39:00+00:00,2025,WEB_VISIT,COMPLAINT,INBOUND,1105,-0.603,true
INT_00000000181,CUST_00000019,POL_000000026,CH_BRANCH,AGT_00150,2025-12-16T17:59:00+00:00,2025,EMAIL,BILLING,INBOUND,1371,0.219,true
INT_00000000182,CUST_00000020,POL_000000028,CH_MOBILE,,2025-09-02T19:06:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,1281,-0.104,true
INT_00000000183,CUST_00000020,POL_000000028,CH_WEB,,2025-08-13T11:52:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,1306,-0.245,true
INT_00000000184,CUST_00000020,POL_000000027,CH_BRANCH,AGT_00004,2023-03-13T15:32:00+00:00,2023,MOBILE_SESSION,RENEWAL,OUTBOUND,164,0.264,true
INT_00000000185,CUST_00000020,POL_000000027,CH_MOBILE,,2022-01-08T18:27:00+00:00,2022,WEB_VISIT,CLAIM,INBOUND,54,-0.546,false
INT_00000000186,CUST_00000020,POL_000000028,CH_WEB,,2025-12-20T14:33:00+00:00,2025,CALL,COMPLAINT,INBOUND,891,0.146,true
INT_00000000187,CUST_00000020,POL_000000028,CH_WEB,,2021-08-30T15:53:00+00:00,2021,EMAIL,QUOTE,INBOUND,122,-0.67,false
INT_00000000188,CUST_00000020,POL_000000028,CH_CALL_CENTER,AGT_00004,2023-05-02T18:56:00+00:00,2023,WEB_VISIT,BILLING,INBOUND,1292,-0.326,true
INT_00000000189,CUST_00000020,POL_000000027,CH_CALL_CENTER,AGT_00005,2024-05-22T16:58:00+00:00,2024,CALL,BILLING,INBOUND,537,0.29,true
INT_00000000190,CUST_00000020,POL_000000027,CH_WEB,,2024-01-22T17:22:00+00:00,2024,CALL,QUOTE,INBOUND,1302,0.133,false
INT_00000000191,CUST_00000020,POL_000000028,CH_EMAIL,,2025-08-07T17:31:00+00:00,2025,WEB_VISIT,QUOTE,INBOUND,270,-0.079,true
INT_00000000192,CUST_00000020,POL_000000028,CH_MOBILE,,2025-04-11T18:59:00+00:00,2025,EMAIL,RETENTION,OUTBOUND,1268,0.456,true
INT_00000000193,CUST_00000020,POL_000000028,CH_CALL_CENTER,AGT_00003,2023-03-27T14:12:00+00:00,2023,WEB_VISIT,RENEWAL,OUTBOUND,488,0.436,false
INT_00000000194,CUST_00000020,POL_000000027,CH_MOBILE,,2024-08-23T14:07:00+00:00,2024,BRANCH_MEETING,RENEWAL,INBOUND,590,0.405,true
INT_00000000195,CUST_00000020,POL_000000028,CH_CALL_CENTER,AGT_00005,2026-01-25T16:20:00+00:00,2026,EMAIL,COMPLAINT,INBOUND,477,-0.434,true
INT_00000000196,CUST_00000021,POL_000000029,CH_MOBILE,,2026-06-23T17:29:00+00:00,2026,CALL,GENERAL_SERVICE,INBOUND,1492,0.077,true
INT_00000000197,CUST_00000021,POL_000000029,CH_WEB,,2025-11-13T09:14:00+00:00,2025,EMAIL,RENEWAL,INBOUND,749,-0.314,true
INT_00000000198,CUST_00000021,POL_000000029,CH_MOBILE,,2026-01-18T14:35:00+00:00,2026,EMAIL,CLAIM,INBOUND,907,-0.066,true
INT_00000000199,CUST_00000021,POL_000000029,CH_SMS,,2024-10-22T16:01:00+00:00,2024,CHAT,RETENTION,OUTBOUND,1122,0.408,true
INT_00000000200,CUST_00000021,POL_000000029,CH_BRANCH,AGT_00045,2026-04-27T14:00:00+00:00,2026,WEB_VISIT,RENEWAL,OUTBOUND,1058,-0.693,false
INT_00000000201,CUST_00000021,POL_000000029,CH_BRANCH,AGT_00046,2025-09-23T12:09:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1076,-0.01,true
INT_00000000202,CUST_00000021,POL_000000029,CH_MOBILE,,2026-03-08T14:29:00+00:00,2026,MOBILE_SESSION,CLAIM,INBOUND,958,0.284,true
INT_00000000203,CUST_00000021,POL_000000029,CH_CALL_CENTER,AGT_00047,2025-11-26T10:54:00+00:00,2025,CHAT,GENERAL_SERVICE,INBOUND,946,0.24,true
INT_00000000204,CUST_00000022,POL_000000030,CH_BRANCH,AGT_00094,2024-03-07T09:49:00+00:00,2024,MOBILE_SESSION,RENEWAL,OUTBOUND,531,0.099,true
INT_00000000205,CUST_00000022,POL_000000030,CH_SMS,,2023-12-22T17:17:00+00:00,2023,EMAIL,RENEWAL,OUTBOUND,1595,-0.859,true
INT_00000000206,CUST_00000022,POL_000000030,CH_EMAIL,,2026-06-09T15:06:00+00:00,2026,WEB_VISIT,RETENTION,OUTBOUND,992,0.516,true
INT_00000000207,CUST_00000022,POL_000000030,CH_BRANCH,AGT_00094,2023-10-06T14:27:00+00:00,2023,CHAT,BILLING,INBOUND,378,0.367,true
INT_00000000208,CUST_00000022,POL_000000030,CH_MOBILE,,2025-07-30T10:03:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,1144,0.059,true
INT_00000000209,CUST_00000022,POL_000000030,CH_SMS,,2025-08-31T18:57:00+00:00,2025,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,852,0.203,true
INT_00000000210,CUST_00000022,POL_000000030,CH_MOBILE,,2024-04-11T18:20:00+00:00,2024,CALL,BILLING,INBOUND,1398,0.675,true
INT_00000000211,CUST_00000022,POL_000000030,CH_MOBILE,,2024-03-06T09:02:00+00:00,2024,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1705,-0.241,true
INT_00000000212,CUST_00000022,POL_000000030,CH_CALL_CENTER,AGT_00094,2024-11-29T19:25:00+00:00,2024,MOBILE_SESSION,CLAIM,INBOUND,1508,-0.238,false
INT_00000000213,CUST_00000022,POL_000000030,CH_CALL_CENTER,AGT_00095,2025-02-09T14:09:00+00:00,2025,CALL,RENEWAL,OUTBOUND,1486,0.824,true
INT_00000000214,CUST_00000022,POL_000000030,CH_WEB,,2025-07-21T10:55:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,998,0.13,true
INT_00000000215,CUST_00000022,POL_000000030,CH_MOBILE,,2026-05-16T09:34:00+00:00,2026,MOBILE_SESSION,QUOTE,INBOUND,984,0.703,true
INT_00000000216,CUST_00000022,POL_000000030,CH_MOBILE,,2024-12-11T17:44:00+00:00,2024,MOBILE_SESSION,QUOTE,INBOUND,172,0.917,true
INT_00000000217,CUST_00000022,POL_000000030,CH_CALL_CENTER,AGT_00095,2024-12-12T08:44:00+00:00,2024,SMS,RENEWAL,INBOUND,964,-0.459,false
INT_00000000218,CUST_00000022,POL_000000030,CH_MOBILE,,2025-05-16T16:21:00+00:00,2025,SMS,QUOTE,INBOUND,1555,-0.786,false
INT_00000000219,CUST_00000023,POL_000000031,CH_CALL_CENTER,AGT_00089,2025-01-29T12:28:00+00:00,2025,WEB_VISIT,QUOTE,INBOUND,1512,0.156,true
INT_00000000220,CUST_00000023,POL_000000031,CH_MOBILE,,2025-06-09T20:53:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,1489,0.237,false
INT_00000000221,CUST_00000023,POL_000000032,CH_WEB,,2025-06-04T10:04:00+00:00,2025,CHAT,BILLING,INBOUND,101,0.258,true
INT_00000000222,CUST_00000023,POL_000000032,CH_WEB,,2025-01-15T17:30:00+00:00,2025,CALL,RENEWAL,INBOUND,1455,-0.14,false
INT_00000000223,CUST_00000023,POL_000000031,CH_MOBILE,,2025-06-02T16:43:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,1395,-0.172,true
INT_00000000224,CUST_00000023,POL_000000032,CH_WEB,,2024-12-15T19:23:00+00:00,2024,EMAIL,RENEWAL,OUTBOUND,823,0.868,true
INT_00000000225,CUST_00000023,POL_000000031,CH_CALL_CENTER,AGT_00087,2026-03-11T16:35:00+00:00,2026,MOBILE_SESSION,CLAIM,INBOUND,1474,-0.394,false
INT_00000000226,CUST_00000023,POL_000000031,CH_SMS,,2024-09-12T08:13:00+00:00,2024,SMS,QUOTE,INBOUND,181,0.583,true
INT_00000000227,CUST_00000023,POL_000000032,CH_MOBILE,,2024-12-25T14:19:00+00:00,2024,CALL,CLAIM,INBOUND,1065,0.085,true
INT_00000000228,CUST_00000024,POL_000000033,CH_EMAIL,,2025-02-23T10:59:00+00:00,2025,CALL,QUOTE,INBOUND,1280,0.002,true
INT_00000000229,CUST_00000024,POL_000000033,CH_WEB,,2026-01-16T10:48:00+00:00,2026,CALL,BILLING,INBOUND,315,0.57,true
INT_00000000230,CUST_00000024,POL_000000034,CH_MOBILE,,2024-09-15T17:16:00+00:00,2024,CALL,QUOTE,INBOUND,938,0.138,true
INT_00000000231,CUST_00000025,POL_000000035,CH_EMAIL,,2026-06-03T13:39:00+00:00,2026,CALL,GENERAL_SERVICE,INBOUND,1446,0.878,true
INT_00000000232,CUST_00000025,POL_000000036,CH_CALL_CENTER,AGT_00011,2023-01-31T20:27:00+00:00,2023,MOBILE_SESSION,RENEWAL,INBOUND,1752,0.358,true
INT_00000000233,CUST_00000025,POL_000000035,CH_WEB,,2025-08-17T17:50:00+00:00,2025,CALL,RETENTION,OUTBOUND,217,0.33,true
INT_00000000234,CUST_00000025,POL_000000036,CH_CALL_CENTER,,2024-01-24T10:32:00+00:00,2024,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,90,0.333,true
INT_00000000235,CUST_00000025,POL_000000035,CH_MOBILE,,2025-11-05T19:34:00+00:00,2025,BRANCH_MEETING,RENEWAL,INBOUND,1542,1,true
INT_00000000236,CUST_00000025,POL_000000035,CH_WEB,,2025-02-16T19:07:00+00:00,2025,BRANCH_MEETING,QUOTE,INBOUND,1389,0.543,true
INT_00000000237,CUST_00000025,POL_000000035,CH_WEB,,2024-11-14T20:15:00+00:00,2024,EMAIL,QUOTE,INBOUND,1142,0.303,true
INT_00000000238,CUST_00000025,POL_000000036,CH_CALL_CENTER,AGT_00011,2023-09-29T19:30:00+00:00,2023,CALL,COMPLAINT,INBOUND,707,-0.136,true
INT_00000000239,CUST_00000025,POL_000000036,CH_EMAIL,,2024-10-17T13:19:00+00:00,2024,CHAT,RENEWAL,INBOUND,979,0.676,true
INT_00000000240,CUST_00000025,POL_000000035,CH_EMAIL,,2023-02-13T16:21:00+00:00,2023,MOBILE_SESSION,BILLING,INBOUND,524,-0.207,false
INT_00000000241,CUST_00000025,POL_000000036,CH_WEB,,2023-04-03T14:36:00+00:00,2023,CALL,RENEWAL,OUTBOUND,461,0.058,true
INT_00000000242,CUST_00000025,POL_000000035,CH_MOBILE,,2025-04-09T13:55:00+00:00,2025,MOBILE_SESSION,QUOTE,INBOUND,1126,-0.28,false
INT_00000000243,CUST_00000025,POL_000000036,CH_SMS,,2022-09-22T20:56:00+00:00,2022,CHAT,QUOTE,INBOUND,248,0.262,true
INT_00000000244,CUST_00000025,POL_000000036,CH_EMAIL,,2022-11-25T16:29:00+00:00,2022,BRANCH_MEETING,CLAIM,INBOUND,209,0.252,true
INT_00000000245,CUST_00000026,POL_000000038,CH_WEB,,2023-11-23T18:31:00+00:00,2023,WEB_VISIT,RETENTION,INBOUND,996,-0.329,true
INT_00000000246,CUST_00000026,POL_000000038,CH_WEB,,2022-10-06T12:27:00+00:00,2022,MOBILE_SESSION,COMPLAINT,INBOUND,571,-0.438,true
INT_00000000247,CUST_00000026,POL_000000037,CH_CALL_CENTER,AGT_00060,2025-09-09T17:19:00+00:00,2025,CHAT,QUOTE,INBOUND,1551,-0.537,true
INT_00000000248,CUST_00000026,POL_000000037,CH_WEB,,2023-10-23T19:40:00+00:00,2023,WEB_VISIT,BILLING,INBOUND,522,0.271,true
INT_00000000249,CUST_00000026,POL_000000037,CH_SMS,,2026-06-30T08:59:00+00:00,2026,WEB_VISIT,RENEWAL,INBOUND,1339,0.415,true
INT_00000000250,CUST_00000026,POL_000000038,CH_WEB,,2025-09-09T09:20:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1030,0.206,true
INT_00000000251,CUST_00000026,POL_000000038,CH_BRANCH,AGT_00060,2024-06-15T17:03:00+00:00,2024,CALL,QUOTE,INBOUND,927,0.164,true
INT_00000000252,CUST_00000026,POL_000000037,CH_CALL_CENTER,,2025-12-28T11:41:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1252,-0.187,true
INT_00000000253,CUST_00000026,POL_000000038,CH_WEB,,2025-12-17T17:07:00+00:00,2025,MOBILE_SESSION,RENEWAL,INBOUND,1086,0.188,true
INT_00000000254,CUST_00000026,POL_000000038,CH_BRANCH,AGT_00061,2025-12-13T08:54:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,1639,-0.232,true
INT_00000000255,CUST_00000026,POL_000000038,CH_WEB,,2022-08-05T11:20:00+00:00,2022,BRANCH_MEETING,RETENTION,OUTBOUND,1434,1,true
INT_00000000256,CUST_00000026,POL_000000038,CH_BRANCH,AGT_00059,2025-04-09T15:21:00+00:00,2025,CHAT,GENERAL_SERVICE,INBOUND,370,-0.12,true
INT_00000000257,CUST_00000026,POL_000000038,CH_CALL_CENTER,AGT_00060,2025-10-19T13:18:00+00:00,2025,EMAIL,BILLING,INBOUND,856,0.353,true
INT_00000000258,CUST_00000026,POL_000000038,CH_WEB,,2022-12-25T16:15:00+00:00,2022,CALL,CLAIM,INBOUND,311,0.648,true
INT_00000000259,CUST_00000027,POL_000000039,CH_WEB,,2025-09-10T14:34:00+00:00,2025,SMS,BILLING,INBOUND,1527,0.806,true
INT_00000000260,CUST_00000027,POL_000000039,CH_BRANCH,AGT_00152,2026-01-22T16:06:00+00:00,2026,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1082,-0.083,true
INT_00000000261,CUST_00000027,POL_000000039,CH_MOBILE,,2026-04-05T18:54:00+00:00,2026,CALL,COMPLAINT,INBOUND,489,-0.409,true
INT_00000000262,CUST_00000027,POL_000000039,CH_MOBILE,,2025-12-06T15:55:00+00:00,2025,MOBILE_SESSION,CLAIM,INBOUND,1352,-0.417,true
INT_00000000263,CUST_00000027,POL_000000039,CH_MOBILE,,2026-04-09T13:33:00+00:00,2026,WEB_VISIT,QUOTE,INBOUND,710,-0.595,true
INT_00000000264,CUST_00000027,POL_000000039,CH_MOBILE,,2024-10-20T20:03:00+00:00,2024,WEB_VISIT,QUOTE,INBOUND,1746,-0.185,false
INT_00000000265,CUST_00000027,POL_000000039,CH_MOBILE,,2025-01-21T13:03:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1414,0.016,true
INT_00000000266,CUST_00000027,POL_000000039,CH_CALL_CENTER,,2025-09-26T19:15:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1356,-0.304,true
INT_00000000267,CUST_00000027,POL_000000039,CH_WEB,,2024-04-20T17:13:00+00:00,2024,BRANCH_MEETING,RENEWAL,INBOUND,320,0.797,false
INT_00000000268,CUST_00000027,POL_000000039,CH_CALL_CENTER,AGT_00151,2026-06-21T12:16:00+00:00,2026,EMAIL,COMPLAINT,INBOUND,1232,-0.324,true
INT_00000000269,CUST_00000027,POL_000000039,CH_WEB,,2025-01-29T14:01:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,361,0.793,true
INT_00000000270,CUST_00000027,POL_000000039,CH_SMS,,2026-04-05T12:11:00+00:00,2026,BRANCH_MEETING,RENEWAL,INBOUND,1648,0.128,true
INT_00000000271,CUST_00000027,POL_000000039,CH_MOBILE,,2024-11-22T14:33:00+00:00,2024,CALL,QUOTE,INBOUND,1623,1,true
INT_00000000272,CUST_00000027,POL_000000039,CH_WEB,,2026-01-01T17:10:00+00:00,2026,MOBILE_SESSION,COMPLAINT,INBOUND,1073,-0.296,false
INT_00000000273,CUST_00000028,POL_000000040,CH_CALL_CENTER,AGT_00003,2022-06-02T10:23:00+00:00,2022,EMAIL,RETENTION,INBOUND,1413,0.232,true
INT_00000000274,CUST_00000028,POL_000000040,CH_MOBILE,,2023-04-16T12:52:00+00:00,2023,EMAIL,CLAIM,INBOUND,273,-0.098,true
INT_00000000275,CUST_00000028,POL_000000040,CH_MOBILE,,2022-12-16T20:25:00+00:00,2022,EMAIL,GENERAL_SERVICE,INBOUND,365,0.26,false
INT_00000000276,CUST_00000028,POL_000000041,CH_WEB,,2025-10-14T15:00:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,1457,0.263,true
INT_00000000277,CUST_00000028,POL_000000041,CH_MOBILE,,2021-12-30T08:01:00+00:00,2021,WEB_VISIT,QUOTE,INBOUND,140,-0.813,false
INT_00000000278,CUST_00000028,POL_000000040,CH_WEB,,2022-01-13T14:06:00+00:00,2022,CALL,BILLING,INBOUND,1688,0.66,true
INT_00000000279,CUST_00000028,POL_000000041,CH_BRANCH,AGT_00003,2024-03-07T20:42:00+00:00,2024,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,460,-0.07,true
INT_00000000280,CUST_00000028,POL_000000040,CH_WEB,,2023-12-09T14:34:00+00:00,2023,CHAT,RENEWAL,OUTBOUND,1206,0.101,true
INT_00000000281,CUST_00000028,POL_000000041,CH_WEB,,2025-05-03T16:05:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,1064,-0.469,false
INT_00000000282,CUST_00000029,POL_000000042,CH_WEB,,2023-11-11T14:47:00+00:00,2023,CALL,QUOTE,INBOUND,516,-0.166,true
INT_00000000283,CUST_00000029,POL_000000042,CH_EMAIL,,2023-11-07T20:16:00+00:00,2023,BRANCH_MEETING,CLAIM,INBOUND,714,0.05,true
INT_00000000284,CUST_00000029,POL_000000042,CH_EMAIL,,2025-07-01T16:56:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,1164,0.353,true
INT_00000000285,CUST_00000029,POL_000000042,CH_WEB,,2023-02-19T12:35:00+00:00,2023,EMAIL,CLAIM,INBOUND,1302,-0.369,true
INT_00000000286,CUST_00000029,POL_000000042,CH_WEB,,2026-04-21T10:49:00+00:00,2026,BRANCH_MEETING,RENEWAL,OUTBOUND,431,-0.264,true
INT_00000000287,CUST_00000029,POL_000000042,CH_WEB,,2024-09-02T13:14:00+00:00,2024,EMAIL,CLAIM,INBOUND,549,0.015,true
INT_00000000288,CUST_00000030,POL_000000043,CH_MOBILE,,2025-07-02T08:29:00+00:00,2025,SMS,COMPLAINT,INBOUND,1313,-0.57,false
INT_00000000289,CUST_00000030,POL_000000043,CH_MOBILE,,2026-05-28T13:49:00+00:00,2026,BRANCH_MEETING,RENEWAL,OUTBOUND,461,-0.347,true
INT_00000000290,CUST_00000030,POL_000000043,CH_CALL_CENTER,AGT_00059,2025-01-21T20:44:00+00:00,2025,SMS,BILLING,INBOUND,797,-0.002,true
INT_00000000291,CUST_00000030,POL_000000043,CH_MOBILE,,2025-02-25T13:52:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1750,-0.179,true
INT_00000000292,CUST_00000030,POL_000000043,CH_WEB,,2026-05-29T10:09:00+00:00,2026,WEB_VISIT,CLAIM,INBOUND,571,-0.06,true
INT_00000000293,CUST_00000030,POL_000000043,CH_BRANCH,AGT_00059,2025-08-02T19:57:00+00:00,2025,CALL,CLAIM,INBOUND,1583,0.623,true
INT_00000000294,CUST_00000030,POL_000000043,CH_WEB,,2025-05-06T20:06:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,690,0.459,true
INT_00000000295,CUST_00000030,POL_000000043,CH_MOBILE,,2026-04-09T19:23:00+00:00,2026,EMAIL,BILLING,INBOUND,1309,0.023,true
INT_00000000296,CUST_00000030,POL_000000043,CH_CALL_CENTER,AGT_00060,2026-02-19T17:19:00+00:00,2026,EMAIL,QUOTE,INBOUND,1708,0.553,true
INT_00000000297,CUST_00000030,POL_000000043,CH_BRANCH,AGT_00059,2025-05-24T19:52:00+00:00,2025,MOBILE_SESSION,RETENTION,OUTBOUND,1529,-0.194,true
INT_00000000298,CUST_00000030,POL_000000043,CH_WEB,,2025-02-05T15:19:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,685,0.25,true
INT_00000000299,CUST_00000031,POL_000000045,CH_MOBILE,,2024-12-13T18:37:00+00:00,2024,WEB_VISIT,BILLING,INBOUND,572,0.464,true
INT_00000000300,CUST_00000031,POL_000000044,CH_CALL_CENTER,AGT_00101,2024-07-19T18:56:00+00:00,2024,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,86,0.37,true
INT_00000000301,CUST_00000031,POL_000000044,CH_WEB,,2026-06-27T14:37:00+00:00,2026,CALL,GENERAL_SERVICE,INBOUND,1086,0.076,true
INT_00000000302,CUST_00000031,POL_000000044,CH_WEB,,2024-10-22T11:43:00+00:00,2024,WEB_VISIT,BILLING,INBOUND,1391,0.326,true
INT_00000000303,CUST_00000031,POL_000000045,CH_CALL_CENTER,AGT_00101,2025-07-03T13:37:00+00:00,2025,CHAT,COMPLAINT,INBOUND,276,-0.31,true
INT_00000000304,CUST_00000031,POL_000000044,CH_EMAIL,,2024-01-06T13:40:00+00:00,2024,BRANCH_MEETING,BILLING,INBOUND,60,-0.729,false
INT_00000000305,CUST_00000031,POL_000000044,CH_CALL_CENTER,AGT_00103,2024-05-09T08:04:00+00:00,2024,CALL,RENEWAL,OUTBOUND,1278,0.066,true
INT_00000000306,CUST_00000031,POL_000000044,CH_MOBILE,,2026-05-30T16:28:00+00:00,2026,CALL,QUOTE,INBOUND,1284,0.385,true
INT_00000000307,CUST_00000031,POL_000000045,CH_MOBILE,,2025-03-02T09:07:00+00:00,2025,CALL,COMPLAINT,INBOUND,340,0.15,true
INT_00000000308,CUST_00000031,POL_000000045,CH_BRANCH,AGT_00102,2025-05-28T13:35:00+00:00,2025,CALL,RETENTION,OUTBOUND,284,0.072,true
INT_00000000309,CUST_00000031,POL_000000044,CH_WEB,,2025-12-21T09:14:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,1783,-0.14,true
INT_00000000310,CUST_00000031,POL_000000045,CH_WEB,,2025-04-04T18:27:00+00:00,2025,CALL,BILLING,INBOUND,1644,-0.199,true
INT_00000000311,CUST_00000031,POL_000000045,CH_MOBILE,,2024-08-17T14:24:00+00:00,2024,WEB_VISIT,BILLING,INBOUND,1089,0.09,true
INT_00000000312,CUST_00000031,POL_000000044,CH_MOBILE,,2025-01-02T20:50:00+00:00,2025,CHAT,RETENTION,OUTBOUND,1428,0.393,true
INT_00000000313,CUST_00000031,POL_000000045,CH_EMAIL,,2025-03-19T10:20:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,1151,-0.106,true
INT_00000000314,CUST_00000031,POL_000000045,CH_CALL_CENTER,AGT_00103,2024-10-14T18:45:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,1455,-0.09,true
INT_00000000315,CUST_00000032,POL_000000047,CH_CALL_CENTER,AGT_00026,2026-04-16T20:11:00+00:00,2026,MOBILE_SESSION,CLAIM,INBOUND,368,-0.79,true
INT_00000000316,CUST_00000032,POL_000000046,CH_BRANCH,AGT_00024,2026-04-21T15:08:00+00:00,2026,SMS,CLAIM,INBOUND,447,-0.554,true
INT_00000000317,CUST_00000032,POL_000000046,CH_BRANCH,AGT_00024,2026-06-10T10:21:00+00:00,2026,EMAIL,CLAIM,INBOUND,129,0.404,true
INT_00000000318,CUST_00000032,POL_000000047,CH_MOBILE,,2025-12-27T18:42:00+00:00,2025,SMS,BILLING,INBOUND,1232,0.231,true
INT_00000000319,CUST_00000032,POL_000000047,CH_CALL_CENTER,AGT_00025,2026-03-09T17:18:00+00:00,2026,BRANCH_MEETING,COMPLAINT,INBOUND,640,-0.705,true
INT_00000000320,CUST_00000032,POL_000000046,CH_EMAIL,,2025-10-27T15:46:00+00:00,2025,MOBILE_SESSION,CLAIM,INBOUND,180,-0.168,true
INT_00000000321,CUST_00000032,POL_000000046,CH_CALL_CENTER,AGT_00026,2026-05-31T16:57:00+00:00,2026,CHAT,QUOTE,INBOUND,921,0.092,true
INT_00000000322,CUST_00000032,POL_000000047,CH_BRANCH,AGT_00026,2025-12-03T19:31:00+00:00,2025,WEB_VISIT,RETENTION,OUTBOUND,613,0.407,true
INT_00000000323,CUST_00000033,POL_000000051,CH_CALL_CENTER,AGT_00046,2025-12-25T20:48:00+00:00,2025,SMS,RENEWAL,INBOUND,819,0.06,true
INT_00000000324,CUST_00000033,POL_000000050,CH_WEB,,2025-11-20T16:07:00+00:00,2025,CALL,BILLING,INBOUND,544,0.84,true
INT_00000000325,CUST_00000033,POL_000000048,CH_MOBILE,,2026-02-24T16:16:00+00:00,2026,SMS,GENERAL_SERVICE,INBOUND,233,0.342,false
INT_00000000326,CUST_00000033,POL_000000048,CH_MOBILE,,2025-11-28T13:42:00+00:00,2025,BRANCH_MEETING,COMPLAINT,INBOUND,1028,-0.176,true
INT_00000000327,CUST_00000033,POL_000000049,CH_WEB,,2026-05-17T12:49:00+00:00,2026,WEB_VISIT,RETENTION,OUTBOUND,422,-0.545,false
